rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
259,Artyglio,@Artyglio,94,,0,0,0,0,94,2022-11-01,2025-11-19,40,40,2,Telegram human account; Discord not individually inventoried,,
260,N.R,@Lafiya0015,94,,0,0,0,0,94,2023-11-24,2023-11-27,4,4,3,Telegram human account; Discord not individually inventoried,,
261,Vatshayan,@Vatshayan1,94,,0,0,0,0,94,2024-03-27,2024-05-22,12,12,1,Telegram human account; Discord not individually inventoried,,
262,🍟,,94,,0,0,0,0,94,2023-11-11,2025-03-09,24,24,4,Telegram human account; Discord not individually inventoried,,
263,345 678,@john88866,93,,0,0,0,0,93,2021-11-09,2025-08-05,9,9,2,Telegram human account; Discord not individually inventoried,,
264,Plouton Ӄ,@Plouton_5,93,,0,0,0,0,93,2021-12-08,2025-08-08,50,50,4,Telegram human account; Discord not individually inventoried,,
265,Bigwhale.20eth,,92,,0,0,0,0,92,2023-11-10,2024-02-12,17,17,1,Telegram human account; Discord not individually inventoried,,
266,Tarik,@FloatingGoat,92,,0,0,0,0,92,2022-03-29,2024-03-08,43,43,2,Telegram human account; Discord not individually inventoried,,
267,Burt,@Burt31,91,,0,0,0,0,91,2021-11-14,2023-01-08,25,25,2,Telegram human account; Discord not individually inventoried,,
268,hosseinBtc,@Hossein0x,91,,0,0,0,0,91,2021-08-30,2023-05-11,31,31,2,Telegram human account; Discord not individually inventoried,,
269,Perol Scarlatino🔮,@mariormp,90,,0,0,0,0,90,2022-10-25,2024-05-30,24,24,3,Telegram human account; Discord not individually inventoried,,
270,SN,,90,,0,0,0,0,90,2023-11-09,2024-04-12,19,19,2,Telegram human account; Discord not individually inventoried,,
271,luzkan,@luzkanzero,88,,0,0,0,0,88,2021-11-14,2025-12-05,56,56,3,Telegram human account; Discord not individually inventoried,,
272,N 😼,@nimafit,87,,0,0,0,0,87,2022-03-17,2026-01-25,28,28,2,Telegram human account; Discord not individually inventoried,,
273,Rob the OwlMaӃer,@MakerOfOwls,86,,0,0,0,0,86,2022-01-23,2025-01-28,39,39,3,Telegram human account; Discord not individually inventoried,,
274,Don Miki,@Don_Miki,85,,0,0,0,0,85,2022-11-03,2022-11-05,2,2,2,Telegram human account; Discord not individually inventoried,,
275,Jay,@olababa,84,,0,0,0,0,84,2021-11-06,2021-11-17,9,9,2,Telegram human account; Discord not individually inventoried,,
276,@Inrupx,@San9808,82,,0,0,0,0,82,2025-04-25,2025-06-09,10,10,2,Telegram human account; Discord not individually inventoried,,
277,A,@AA101112,82,,0,0,0,0,82,2023-04-08,2025-01-07,20,20,3,Telegram human account; Discord not individually inventoried,,
278,Mob,@mob_xxx,82,,0,0,0,0,82,2022-10-30,2024-01-15,8,8,2,Telegram human account; Discord not individually inventoried,,
279,harmerez jr,@harmerez,81,,0,0,0,0,81,2023-11-21,2024-09-25,13,13,2,Telegram human account; Discord not individually inventoried,,
280,João Mateus,@joaobarbosaaa,81,,0,0,0,0,81,2023-11-17,2024-07-19,13,13,1,Telegram human account; Discord not individually inventoried,,
281,Master of Coin,@MasterOfCoin_AA,81,,0,0,0,0,81,2023-11-20,2024-08-12,33,33,3,Telegram human account; Discord not individually inventoried,,
282,Samo,@Samo7631,81,,0,0,0,0,81,2021-08-29,2022-06-30,28,28,2,Telegram human account; Discord not individually inventoried,,
283,Tango,@Gen4Ton,81,,0,0,0,0,81,2024-03-14,2024-03-20,7,7,2,Telegram human account; Discord not individually inventoried,,
284,سجاد,@S_Naddafzadeh,81,,0,0,0,0,81,2022-04-23,2022-12-30,18,18,2,Telegram human account; Discord not individually inventoried,,
285,Andy Solami,@andysolami,80,,0,0,0,0,80,2022-04-29,2025-05-12,37,37,2,Telegram human account; Discord not individually inventoried,,
286,Maria Sacramento Tornero,,80,,0,0,0,0,80,2020-12-07,2025-10-24,62,62,1,Telegram human account; Discord not individually inventoried,,
287,Slimi,@SlimiB,79,,0,0,0,0,79,2021-11-14,2024-02-22,8,8,1,Telegram human account; Discord not individually inventoried,,
288,Weng,@zydryck,79,,0,0,0,0,79,2022-11-03,2023-04-30,26,26,3,Telegram human account; Discord not individually inventoried,,
289,Lazy,@Lazytrader0,78,,0,0,0,0,78,2025-01-16,2025-03-09,9,9,1,Telegram human account; Discord not individually inventoried,,
290,"linasonthemoon (🦀,🦀) | COMPROMISED",@linasonthemoon,78,,0,0,0,0,78,2021-09-11,2024-01-08,22,22,3,Telegram human account; Discord not individually inventoried,,
291,Agustin,@agustin543,77,,0,0,0,0,77,2021-11-22,2024-04-29,25,25,3,Telegram human account; Discord not individually inventoried,,
292,alchemist,@lchemista,77,,0,0,0,0,77,2022-05-20,2024-03-02,6,6,2,Telegram human account; Discord not individually inventoried,,
293,RocӃ 🍅 🐈‍⬛🐾,@Upmewhale,77,,0,0,0,0,77,2023-04-02,2024-02-24,23,23,2,Telegram human account; Discord not individually inventoried,,
294,U 88,@hevia123123,77,,0,0,0,0,77,2021-11-14,2023-11-26,11,11,2,Telegram human account; Discord not individually inventoried,,
295,BrainBox,@BrainBox1212,76,,0,0,0,0,76,2021-12-19,2024-08-26,41,41,3,Telegram human account; Discord not individually inventoried,,
296,"Inverse [τ, τ]",@xInverse,76,,0,0,0,0,76,2021-07-11,2021-12-01,4,4,1,Telegram human account; Discord not individually inventoried,,
297,sneha,@s987607,76,,0,0,0,0,76,2024-07-09,2026-03-31,15,15,2,Telegram human account; Discord not individually inventoried,,
298,David A.,@dav428489,75,,0,0,0,0,75,2022-03-17,2024-03-27,12,12,3,Telegram human account; Discord not individually inventoried,,
299,Guibs,,75,,0,0,0,0,75,2022-01-23,2024-09-05,21,21,1,Telegram human account; Discord not individually inventoried,,
300,SimpleDip,@SiimpleDip,75,,0,0,0,0,75,2021-09-08,2022-08-03,20,20,1,Telegram human account; Discord not individually inventoried,,
301,Ammar,@aumi121,74,,0,0,0,0,74,2021-11-18,2022-11-09,25,25,2,Telegram human account; Discord not individually inventoried,,
302,Ahmad Haidari,@Xman2010,73,,0,0,0,0,73,2021-05-18,2022-11-05,7,7,1,Telegram human account; Discord not individually inventoried,,
303,Javier,@fjrf96,73,,0,0,0,0,73,2021-12-21,2024-07-25,25,25,1,Telegram human account; Discord not individually inventoried,,
304,MatazBell🖤🌹,@MatazBell,73,,0,0,0,0,73,2023-02-23,2025-07-07,7,7,2,Telegram human account; Discord not individually inventoried,,
305,Rick,,73,,0,0,0,0,73,2024-11-27,2025-05-20,17,17,1,Telegram human account; Discord not individually inventoried,,
306,Sina,@S1na4,73,,0,0,0,0,73,2021-03-20,2021-12-06,22,22,1,Telegram human account; Discord not individually inventoried,,
307,Ans P,@AnsPich,72,,0,0,0,0,72,2022-10-31,2023-02-01,10,10,1,Telegram human account; Discord not individually inventoried,,
308,Ӄukulero,@kukulero,72,,0,0,0,0,72,2024-04-23,2024-06-04,18,18,3,Telegram human account; Discord not individually inventoried,,
309,"𝐍 𝐈 𝐑 𝐕𝐀 𝐍 𝐀, ꧁",@NiiiiRvaanA,72,,0,0,0,0,72,2021-11-06,2023-07-29,13,13,2,Telegram human account; Discord not individually inventoried,,
310,deXer,@deXerXP,71,,0,0,0,0,71,2023-05-11,2023-12-28,12,12,3,Telegram human account; Discord not individually inventoried,,
311,₱₳₦ł₵₦0₩,@panicnow2007,71,,0,0,0,0,71,2022-01-11,2023-12-30,16,16,2,Telegram human account; Discord not individually inventoried,,
312,Ceps,@bayceps,70,,0,0,0,0,70,2021-12-01,2024-09-26,25,25,4,Telegram human account; Discord not individually inventoried,,
313,DIAMONDS,@OX_DIAMONDS,70,,0,0,0,0,70,2024-02-11,2025-04-30,18,18,3,Telegram human account; Discord not individually inventoried,,
314,guneyli69,@guneyli69,70,,0,0,0,0,70,2022-01-02,2022-04-05,20,20,2,Telegram human account; Discord not individually inventoried,,
315,h6lil,,70,,0,0,0,0,70,2023-12-20,2024-03-15,14,14,2,Telegram human account; Discord not individually inventoried,,
316,Jerz Piskol,@Jujkon,70,,0,0,0,0,70,2023-06-22,2025-02-19,20,20,3,Telegram human account; Discord not individually inventoried,,
317,꧁༺Leͥgeͣnͫd༻꧂,@limaa99,70,,0,0,0,0,70,2024-04-29,2026-01-22,18,18,2,Telegram human account; Discord not individually inventoried,,
318,Ilja B,@ilja_brakovskis,69,,0,0,0,0,69,2024-05-25,2025-11-03,22,22,1,Telegram human account; Discord not individually inventoried,,
319,Jason,@mrjberlin,69,,0,0,0,0,69,2023-06-07,2024-01-31,10,10,2,Telegram human account; Discord not individually inventoried,,
320,Lazy trader🫠,@SatoshiLite98,69,,0,0,0,0,69,2024-10-19,2026-02-17,23,23,2,Telegram human account; Discord not individually inventoried,,
321,Omid,@Omid0811,69,,0,0,0,0,69,2022-10-28,2022-12-25,9,9,1,Telegram human account; Discord not individually inventoried,,
322,S M,,69,,0,0,0,0,69,2021-05-18,2023-07-24,13,13,1,Telegram human account; Discord not individually inventoried,,
323,Ömer ㄜ,@T_H_O_R_I_N,68,,0,0,0,0,68,2023-05-30,2023-11-22,30,30,2,Telegram human account; Discord not individually inventoried,,
324,Vakas shah,@Imgonnascamyouvakashah,67,,0,0,0,0,67,2024-07-29,2026-01-05,30,30,1,Telegram human account; Discord not individually inventoried,,
325,Sajjad,@Sajjad67311367,66,,0,0,0,0,66,2023-02-15,2026-06-08,35,35,4,Telegram human account; Discord not individually inventoried,,
326,DR.saeed Falahaty,@DrSaeedfalahaty,65,,0,0,0,0,65,2021-11-04,2024-04-08,28,28,2,Telegram human account; Discord not individually inventoried,,
327,redond0,@redond0,65,,0,0,0,0,65,2021-12-28,2025-05-28,21,21,2,Telegram human account; Discord not individually inventoried,,
328,Rhubarbarian 🇨🇦 𐤊,@Rhubarbarian,65,,0,0,0,0,65,2023-12-24,2024-05-31,29,29,2,Telegram human account; Discord not individually inventoried,,
329,Te,,65,,0,0,0,0,65,2023-11-09,2024-12-01,30,30,3,Telegram human account; Discord not individually inventoried,,
330,Amarjeet Kaur Bhadaur Barnala,@Cryptopump245,63,,0,0,0,0,63,2025-04-25,2025-12-12,12,12,1,Telegram human account; Discord not individually inventoried,,
331,Kismett,@sixoneight,63,,0,0,0,0,63,2023-02-18,2023-12-27,11,11,1,Telegram human account; Discord not individually inventoried,,
332,Phosphor🇳🇱,@Phosphorz,63,,0,0,0,0,63,2020-12-13,2021-10-26,21,21,1,Telegram human account; Discord not individually inventoried,,
333,Qubic Kong,@QubicKong,63,,0,0,0,0,63,2023-04-09,2023-07-01,25,25,3,Telegram human account; Discord not individually inventoried,,
334,Demir,@demirblok,62,,0,0,0,0,62,2023-04-10,2024-04-11,26,26,2,Telegram human account; Discord not individually inventoried,,
335,Mat,@matbeedoteth,62,,0,0,0,0,62,2022-02-28,2022-07-12,11,11,1,Telegram human account; Discord not individually inventoried,,
336,AmIn,@AmInsAa,61,,0,0,0,0,61,2021-11-14,2022-11-10,16,16,2,Telegram human account; Discord not individually inventoried,,
337,Wizard RAC,@Wizard_RAC,61,,0,0,0,0,61,2025-01-05,2025-02-28,17,17,1,Telegram human account; Discord not individually inventoried,,
338,ابوالفضل,@ghasemi84,61,,0,0,0,0,61,2021-11-15,2021-12-28,10,10,2,Telegram human account; Discord not individually inventoried,,
339,🌍world🌏,@uncertain7,61,,0,0,0,0,61,2022-04-12,2025-12-25,18,18,1,Telegram human account; Discord not individually inventoried,,
340,Sol Predator,@Dr_Pepper_dev,60,,0,0,0,0,60,2024-07-18,2024-07-23,2,2,1,Telegram human account; Discord not individually inventoried,,
341,T M,@tobi_mein,60,,0,0,0,0,60,2021-03-09,2025-06-30,37,37,4,Telegram human account; Discord not individually inventoried,,
342,🔮 Astro **WONT DM FIRST**,@TheCryptoAstrologist,60,,0,0,0,0,60,2021-07-12,2021-07-13,2,2,1,Telegram human account; Discord not individually inventoried,,
343,@H,@uslsbee,59,,0,0,0,0,59,2022-01-10,2022-11-05,15,15,2,Telegram human account; Discord not individually inventoried,,
344,Alrinlie,@zitoneeee,59,,0,0,0,0,59,2024-04-20,2025-07-22,20,20,1,Telegram human account; Discord not individually inventoried,,
345,Cain,@ThespisCain,59,,0,0,0,0,59,2024-02-12,2024-05-22,3,3,1,Telegram human account; Discord not individually inventoried,,
346,L-Unu,@Mabru2011,59,,0,0,0,0,59,2023-07-16,2024-02-04,18,18,3,Telegram human account; Discord not individually inventoried,,
347,Ӄoinnoisseur 🔮,@Koinnoisseur,59,,0,0,0,0,59,2023-01-09,2024-07-12,17,17,4,Telegram human account; Discord not individually inventoried,,
348,暗•|Kenjiツ,@EMOTIONALDAMAGE1000X,59,,0,0,0,0,59,2022-12-14,2023-06-14,15,15,2,Telegram human account; Discord not individually inventoried,,
349,Bruudruuster,@Bruudruuster,58,,0,0,0,0,58,2022-01-13,2023-01-04,15,15,2,Telegram human account; Discord not individually inventoried,,
350,Carsten,@Sticks_n_Stones,58,,0,0,0,0,58,2022-11-06,2023-04-12,12,12,3,Telegram human account; Discord not individually inventoried,,
351,Enric,@enricfigareda,58,,0,0,0,0,58,2022-02-04,2024-04-17,22,22,1,Telegram human account; Discord not individually inventoried,,
352,Lakay,@Lakayyyyyyyy,58,,0,0,0,0,58,2023-11-21,2023-12-11,10,10,2,Telegram human account; Discord not individually inventoried,,
353,LuxurTr,@LuxurTee,57,,0,0,0,0,57,2024-07-01,2025-04-11,11,11,2,Telegram human account; Discord not individually inventoried,,
354,VanPonkeRo,,57,,0,0,0,0,57,2024-02-18,2024-12-28,13,13,1,Telegram human account; Discord not individually inventoried,,
355,Gary,@garylive,56,,0,0,0,0,56,2023-03-24,2024-03-18,29,29,2,Telegram human account; Discord not individually inventoried,,
356,Ismail,@Ismabouss,56,,0,0,0,0,56,2023-11-12,2024-05-19,19,19,2,Telegram human account; Discord not individually inventoried,,
357,King J,@King_Jet,56,,0,0,0,0,56,2021-01-29,2025-02-01,19,19,1,Telegram human account; Discord not individually inventoried,,
358,Sam,@Sam_07320,56,,0,0,0,0,56,2023-08-10,2024-02-10,12,12,1,Telegram human account; Discord not individually inventoried,,
359,Spurgeon,,56,,0,0,0,0,56,2022-10-02,2023-03-07,17,17,1,Telegram human account; Discord not individually inventoried,,
360,xZandeR,@vaida_alexandru,56,,0,0,0,0,56,2022-12-26,2023-10-15,9,9,1,Telegram human account; Discord not individually inventoried,,
361,Ali Jan,@Alijan988989,55,,0,0,0,0,55,2022-11-09,2023-01-02,11,11,1,Telegram human account; Discord not individually inventoried,,
362,Cesar Rodriguez,@kesarito,55,,0,0,0,0,55,2021-01-12,2023-05-07,21,21,2,Telegram human account; Discord not individually inventoried,,
363,Cyrus,@Siroos1994,55,,0,0,0,0,55,2022-11-06,2024-04-03,10,10,2,Telegram human account; Discord not individually inventoried,,
364,M,@Motown7,55,,0,0,0,0,55,2021-11-14,2021-11-29,7,7,2,Telegram human account; Discord not individually inventoried,,
365,Unai,@unai_anillo,55,,0,0,0,0,55,2024-03-01,2026-03-05,19,19,2,Telegram human account; Discord not individually inventoried,,
366,امید,@Oroshani,55,,0,0,0,0,55,2021-10-28,2021-12-23,15,15,2,Telegram human account; Discord not individually inventoried,,
367,محمد,@Syiadehen,55,,0,0,0,0,55,2022-04-04,2023-01-20,18,18,2,Telegram human account; Discord not individually inventoried,,
368,7Heliocoin 🦖,@helioofcl,54,,0,0,0,0,54,2024-01-05,2025-01-12,26,26,4,Telegram human account; Discord not individually inventoried,,
369,zilla,@hey_zilla,54,,0,0,0,0,54,2021-02-01,2023-05-10,19,19,4,Telegram human account; Discord not individually inventoried,,
370,Ionic Zinc,@ioniczinc,53,,0,0,0,0,53,2023-04-15,2023-04-23,5,5,1,Telegram human account; Discord not individually inventoried,,
371,Mg,,53,,0,0,0,0,53,2023-11-14,2024-04-15,24,24,2,Telegram human account; Discord not individually inventoried,,
372,mo nd,@Mohnld,53,,0,0,0,0,53,2023-03-25,2024-12-08,8,8,1,Telegram human account; Discord not individually inventoried,,
373,TheCryptonaut,@Koinfinity,53,,0,0,0,0,53,2021-12-16,2023-09-03,29,29,4,Telegram human account; Discord not individually inventoried,,
374,Адна Роданова,@jsfyez,53,,0,0,0,0,53,2021-01-11,2021-04-27,10,10,2,Telegram human account; Discord not individually inventoried,,
375,azadi,@Azadi_persian,52,,0,0,0,0,52,2022-11-05,2023-06-16,5,5,3,Telegram human account; Discord not individually inventoried,,
376,Jon,@Ripero89,52,,0,0,0,0,52,2021-11-08,2022-12-14,25,25,1,Telegram human account; Discord not individually inventoried,,
377,Martin J.,@Martiarias,52,,0,0,0,0,52,2022-10-31,2025-06-08,25,25,2,Telegram human account; Discord not individually inventoried,,
378,Nawid Jan,,52,,0,0,0,0,52,2025-02-27,2025-03-17,9,9,2,Telegram human account; Discord not individually inventoried,,
379,Noot Noot,,52,,0,0,0,0,52,2023-11-10,2024-05-01,17,17,1,Telegram human account; Discord not individually inventoried,,
380,S A L E H,@Saleh_ghorbannezhad,52,,0,0,0,0,52,2021-08-30,2023-11-22,6,6,1,Telegram human account; Discord not individually inventoried,,
381,Sajad A.P,@JasonMandella,52,,0,0,0,0,52,2021-03-29,2022-12-16,18,18,2,Telegram human account; Discord not individually inventoried,,
382,traderking,@m1n3rtop,52,,0,0,0,0,52,2023-11-22,2024-01-25,7,7,1,Telegram human account; Discord not individually inventoried,,
383,Renier Haasbroek,@RenierHaasbroek,51,,0,0,0,0,51,2023-03-28,2023-05-23,25,25,1,Telegram human account; Discord not individually inventoried,,
384,S Yadav,@SYADAV1985,51,,0,0,0,0,51,2021-11-14,2021-12-29,8,8,2,Telegram human account; Discord not individually inventoried,,
385,Siggi,@Si661,51,,0,0,0,0,51,2021-11-11,2025-09-01,16,16,3,Telegram human account; Discord not individually inventoried,,
386,CHRIS MAX,@chrismax0,50,,0,0,0,0,50,2025-01-30,2025-02-10,8,8,1,Telegram human account; Discord not individually inventoried,,
387,K,@pupja97,50,,0,0,0,0,50,2021-12-25,2023-11-22,9,9,2,Telegram human account; Discord not individually inventoried,,
388,Keyberzerker,,50,,0,0,0,0,50,2021-01-28,2021-03-10,7,7,1,Telegram human account; Discord not individually inventoried,,
390,Ph | NoToRuG (GemHunter) pixlands,@RugHater,50,,0,0,0,0,50,2021-10-29,2026-01-07,13,13,4,Telegram human account; Discord not individually inventoried,,
391,. .,@leeuw10,49,,0,0,0,0,49,2023-11-09,2023-11-18,4,4,1,Telegram human account; Discord not individually inventoried,,
392,Crypto Snake,@Snakeo087,49,,0,0,0,0,49,2021-11-11,2024-03-09,12,12,2,Telegram human account; Discord not individually inventoried,,
393,eagcrack 🐈‍⬛,@Eagcrack,49,,0,0,0,0,49,2022-12-15,2023-11-25,9,9,1,Telegram human account; Discord not individually inventoried,,
394,EHSAN,@aeroinfinite,49,,0,0,0,0,49,2022-11-02,2024-12-06,21,21,2,Telegram human account; Discord not individually inventoried,,
396,GSD,@originalgsd,49,,0,0,0,0,49,2022-03-08,2023-08-11,9,9,2,Telegram human account; Discord not individually inventoried,,
397,Madal,@Alexb34l,49,,0,0,0,0,49,2024-01-16,2024-04-13,17,17,2,Telegram human account; Discord not individually inventoried,,
398,Matt Zia,@mattzia,49,,0,0,0,0,49,2021-11-10,2025-06-02,21,21,2,Telegram human account; Discord not individually inventoried,,
399,Pete,@GreenPete,49,,0,0,0,0,49,2025-03-10,2025-10-28,9,9,1,Telegram human account; Discord not individually inventoried,,
400,Timo Dam,@Timodam,49,,0,0,0,0,49,2024-03-03,2024-04-13,14,14,2,Telegram human account; Discord not individually inventoried,,
401,tomasS,@tomm144,49,,0,0,0,0,49,2021-11-16,2024-12-17,35,35,2,Telegram human account; Discord not individually inventoried,,
402,~Shahram~,@bahman_rekani,49,,0,0,0,0,49,2022-10-27,2022-11-15,5,5,1,Telegram human account; Discord not individually inventoried,,
403,@yonnathang,@yonnathang,48,,0,0,0,0,48,2021-01-11,2021-10-24,15,15,1,Telegram human account; Discord not individually inventoried,,
404,Agus,@megatronxo,48,,0,0,0,0,48,2025-05-11,2026-07-11,30,30,3,Telegram human account; Discord not individually inventoried,,
405,Pengzu,@P3ngzu,48,,0,0,0,0,48,2024-07-09,2024-09-11,6,6,1,Telegram human account; Discord not individually inventoried,,
406,David,@DavidM_74,47,,0,0,0,0,47,2022-03-13,2023-08-20,23,23,2,Telegram human account; Discord not individually inventoried,,
408,Ed Oravetz,@Oravetz_Ed,47,,0,0,0,0,47,2023-03-23,2023-04-12,5,5,2,Telegram human account; Discord not individually inventoried,,
409,Imamul Bappi,@bappi_gp,47,,0,0,0,0,47,2021-11-14,2023-11-24,18,18,2,Telegram human account; Discord not individually inventoried,,
410,Mega,@Megatronxi,47,,0,0,0,0,47,2023-11-27,2025-05-04,22,22,1,Telegram human account; Discord not individually inventoried,,
411,Ashkan Zare,@j_ztrader,46,,0,0,0,0,46,2022-11-07,2026-05-09,13,13,1,Telegram human account; Discord not individually inventoried,,
412,Carlos C,@carloscarreroo,46,,0,0,0,0,46,2021-11-28,2023-09-16,14,14,2,Telegram human account; Discord not individually inventoried,,
413,Crouton Don $CyOp (Will Never DM First),@Crouton_Don,46,,0,0,0,0,46,2021-04-12,2025-05-31,11,11,2,Telegram human account; Discord not individually inventoried,,
414,Vahid Cheraghi,@Vahidcheraghi0,46,,0,0,0,0,46,2021-11-11,2025-09-24,16,16,2,Telegram human account; Discord not individually inventoried,,
415,BlockChad,@BlockChad,45,,0,0,0,0,45,2023-06-06,2023-06-09,3,3,1,Telegram human account; Discord not individually inventoried,,
416,Fahrettin Paşa,@Fahretinpasa,45,,0,0,0,0,45,2023-11-20,2024-03-12,9,9,1,Telegram human account; Discord not individually inventoried,,
417,Jms,@chens828,45,,0,0,0,0,45,2023-04-03,2023-11-21,12,12,4,Telegram human account; Discord not individually inventoried,,
418,Vem,@Mnakaar,45,,0,0,0,0,45,2022-01-26,2025-08-14,28,28,3,Telegram human account; Discord not individually inventoried,,
419,Ach Ach,@jack_ach,44,,0,0,0,0,44,2024-07-08,2026-01-29,26,26,1,Telegram human account; Discord not individually inventoried,,
420,CR,@CR789987,44,,0,0,0,0,44,2022-11-06,2024-03-01,9,9,2,Telegram human account; Discord not individually inventoried,,
421,CundaFatihi,@basmanyacanavari,44,,0,0,0,0,44,2023-04-14,2023-08-09,15,15,1,Telegram human account; Discord not individually inventoried,,
422,ScoobyDookey,@ScoobyDooky,44,,0,0,0,0,44,2023-07-08,2023-08-03,9,9,1,Telegram human account; Discord not individually inventoried,,
423,Balu Runs,@runstoned,43,,0,0,0,0,43,2022-10-31,2023-01-03,7,7,1,Telegram human account; Discord not individually inventoried,,
424,Flexor.XBT,@monkemonkemonke,43,,0,0,0,0,43,2023-04-02,2024-03-07,20,20,2,Telegram human account; Discord not individually inventoried,,
425,Mustafa,,43,,0,0,0,0,43,2022-01-05,2024-01-30,15,15,2,Telegram human account; Discord not individually inventoried,,
426,Niyazi,@Niyazi2626,43,,0,0,0,0,43,2023-06-10,2023-07-02,3,3,1,Telegram human account; Discord not individually inventoried,,
427,Potatoe,@InterdimensionalPotatoe,43,,0,0,0,0,43,2022-07-01,2023-11-04,11,11,2,Telegram human account; Discord not individually inventoried,,
428,Puntje Bij,,43,,0,0,0,0,43,2024-03-21,2025-03-21,22,22,3,Telegram human account; Discord not individually inventoried,,
429,Saylor | Drops💧,@Mr5503,43,,0,0,0,0,43,2022-10-23,2022-10-31,3,3,1,Telegram human account; Discord not individually inventoried,,
430,Vandak,@Bvan4,43,,0,0,0,0,43,2023-04-07,2026-03-29,6,6,1,Telegram human account; Discord not individually inventoried,,
431,World1,@SwordThatCutsBothWays,43,,0,0,0,0,43,2021-12-17,2024-02-16,8,8,1,Telegram human account; Discord not individually inventoried,,
432,○,,43,,0,0,0,0,43,2021-11-17,2022-06-06,19,19,2,Telegram human account; Discord not individually inventoried,,
433,👤,,43,,0,0,0,0,43,2025-11-21,2026-03-05,15,15,1,Telegram human account; Discord not individually inventoried,,
434,Amir Fallah,@ethereumlegacy,42,,0,0,0,0,42,2023-01-06,2024-12-09,10,10,3,Telegram human account; Discord not individually inventoried,,
435,Benedikt Albert,@BenediktAlbert,42,,0,0,0,0,42,2021-11-14,2023-02-24,10,10,1,Telegram human account; Discord not individually inventoried,,
436,Luke Az,@lukemaki,42,,0,0,0,0,42,2024-05-09,2025-05-14,10,10,2,Telegram human account; Discord not individually inventoried,,
437,Andrew👁Seer,@AndrewSeer,41,,0,0,0,0,41,2022-10-24,2023-04-03,8,8,2,Telegram human account; Discord not individually inventoried,,
438,Bullmarket94,@bearmarket94,41,,0,0,0,0,41,2023-11-16,2024-10-18,12,12,2,Telegram human account; Discord not individually inventoried,,
439,daj,@daj4649,41,,0,0,0,0,41,2023-12-19,2024-06-27,13,13,1,Telegram human account; Discord not individually inventoried,,
440,Hola Chico,@mrholachico,41,,0,0,0,0,41,2021-11-12,2021-11-19,3,3,2,Telegram human account; Discord not individually inventoried,,
441,Lukas Schulz,,41,,0,0,0,0,41,2021-12-02,2024-02-21,13,13,1,Telegram human account; Discord not individually inventoried,,
442,Stugotz,@Stugotz34,41,,0,0,0,0,41,2021-11-09,2022-03-09,9,9,2,Telegram human account; Discord not individually inventoried,,
443,Adrian 🦴,@Adrian15011987,40,,0,0,0,0,40,2023-11-09,2024-01-03,9,9,1,Telegram human account; Discord not individually inventoried,,
444,Gen ⚡VIA,@hustler0194,40,,0,0,0,0,40,2022-10-26,2023-04-02,8,8,2,Telegram human account; Discord not individually inventoried,,
445,Juan Ortiz,@juanortiz9,40,,0,0,0,0,40,2021-11-16,2025-10-13,23,23,2,Telegram human account; Discord not individually inventoried,,
446,Mahti.s,@Divone944,40,,0,0,0,0,40,2021-10-26,2025-04-18,17,17,2,Telegram human account; Discord not individually inventoried,,
447,Oracle,@oracleforyourmoney,40,,0,0,0,0,40,2022-11-12,2025-08-04,10,10,1,Telegram human account; Discord not individually inventoried,,
449,TkeJas,@TkeJas,40,,0,0,0,0,40,2024-02-26,2025-09-16,15,15,2,Telegram human account; Discord not individually inventoried,,
450,All in,,39,,0,0,0,0,39,2021-11-16,2025-12-02,15,15,2,Telegram human account; Discord not individually inventoried,,
451,eco,@eco9000,39,,0,0,0,0,39,2021-09-15,2023-05-27,14,14,2,Telegram human account; Discord not individually inventoried,,
452,JP,@JP_IOC,39,,0,0,0,0,39,2023-01-10,2023-10-27,8,8,1,Telegram human account; Discord not individually inventoried,,
453,SantiagoVoss,@SantiagoVoss,39,,0,0,0,0,39,2022-03-11,2023-06-14,5,5,2,Telegram human account; Discord not individually inventoried,,
454,TaylorGuitar,@taylorguitar,39,,0,0,0,0,39,2022-01-22,2023-11-20,6,6,1,Telegram human account; Discord not individually inventoried,,
455,w0mbat,@W0mbat1337,39,,0,0,0,0,39,2021-12-05,2022-08-13,7,7,1,Telegram human account; Discord not individually inventoried,,
456,•—พՀ| 4R50 |Հ—• (Amiri),@AmiriA001,39,,0,0,0,0,39,2024-03-26,2024-07-09,6,6,2,Telegram human account; Discord not individually inventoried,,
457,😊,@Fatemeh7695,39,,0,0,0,0,39,2021-12-19,2022-01-20,12,12,2,Telegram human account; Discord not individually inventoried,,
458,..,,38,,0,0,0,0,38,2024-05-03,2025-02-20,19,19,2,Telegram human account; Discord not individually inventoried,,
460,Ashikur Rahaman,,38,,0,0,0,0,38,2022-04-30,2022-11-06,5,5,1,Telegram human account; Discord not individually inventoried,,
461,Crypto Alucard,@Crypto_Alucard,38,,0,0,0,0,38,2023-04-14,2023-04-15,2,2,1,Telegram human account; Discord not individually inventoried,,
462,KarmaDagger $ELON,@anish2me,38,,0,0,0,0,38,2022-01-17,2023-01-30,8,8,2,Telegram human account; Discord not individually inventoried,,
